subject	mean_FD	max_FD
sub-CC220806	0.03454341778890409	0.09521512840368383
sub-CC220828	0.026515436736309288	0.07064289674102343
sub-CC220843	0.08725497337537731	0.18295234576708766
sub-CC220901	0.04000500925410115	0.10758138950489346
sub-CC220920	0.03353533951921649	0.08147302979611032
sub-CC220974	0.019923533313334275	0.052535915183728396
sub-CC220999	0.07525601198087183	0.22235250237244913
sub-CC221002	0.03496868050042691	0.07124582165243096
sub-CC221031	0.1011518518009166	0.19228872406017886
sub-CC221033	0.061567737779100434	0.12108740646578404
sub-CC221038	0.03655901803969091	0.09138479263135414
sub-CC221040	0.053913572453178966	0.1386577212777204
sub-CC221054	0.0365614350088994	0.09859855028493067
sub-CC221107	0.13580213823686857	0.22761669263445947
sub-CC221209	0.08530080179907994	0.1686354054214298
sub-CC221220	0.029216873577555234	0.07181959902658883
sub-CC221244	0.04904535996114754	0.11321598981151029
sub-CC221324	0.045230163458936684	0.11943483977618298
sub-CC221336	0.07006294286724056	0.11784407564823274
sub-CC221352	0.034295956610982156	0.10808351457754149
sub-CC221373	0.04296114249032752	0.1357682795216681
sub-CC221487	0.04827074347523478	0.10918757915207206
sub-CC221511	0.030046625400741524	0.09776960598146031
sub-CC221527	0.0758429003014699	0.14775912221737783
sub-CC221565	0.024932630201351665	0.06098579311213883
sub-CC221580	0.0915912096602795	0.2089347782833198
sub-CC221585	0.07073750622857633	0.18990098084259596
sub-CC221595	0.06023077426708958	0.1798264060962405
sub-CC221648	0.0774003651416857	0.16125490060143907
sub-CC221733	0.061097478667907434	0.14209562260320463
sub-CC221740	0.06518222189364746	0.17554123382259793
sub-CC221755	0.02468236556514673	0.07044286591147345
sub-CC221775	0.07788623438221763	0.1625227361800496
sub-CC221828	0.09076396526325359	0.15037333828375296
sub-CC221886	0.03158711410269483	0.06720401725894071
sub-CC221935	0.05574821197257147	0.11817154475253339
sub-CC221954	0.05972304249562954	0.13972866087875457
sub-CC221977	0.029523006746706108	0.07285263005403443
sub-CC221980	0.03495122559696324	0.15308636807534495
sub-CC222120	0.06120263055626516	0.12926101129981152
sub-CC222125	0.014358862985434187	0.08943569142271782
sub-CC222185	0.023952018148085712	0.07109594160245716
sub-CC222258	0.04474223552630924	0.07348609953271162
sub-CC222264	0.06953888562640527	0.15430044012186095
sub-CC222304	0.03665103790077007	0.1034983356407725
sub-CC222326	0.0457474255124381	0.1396294861547861
sub-CC222367	0.06370129638279196	0.12894943586910335
sub-CC222496	0.04887258407170601	0.11677424021341351
sub-CC222555	0.044063470959118875	0.1109257835094258
sub-CC222652	0.0665173493065464	0.17235438446220652
sub-CC222797	0.023124481269729533	0.06705878370675687
sub-CC222956	0.027825716676371483	0.07805866323459876
sub-CC223085	0.10161857367956603	0.18530862238905668
sub-CC223115	0.06541680521008353	0.15734463186133807
sub-CC223286	0.07779774800755689	0.202149819093063
sub-CC310008	0.039240135498066264	0.10314988870900443
sub-CC310051	0.08713943041690711	0.16812846857320146
sub-CC310052	0.06317676633330675	0.18503502653346474
sub-CC310086	0.04373392894742299	0.1115524635936383
sub-CC310129	0.0374104875892413	0.07619694588407071
sub-CC310135	0.0922678554501616	0.2081808515162958
sub-CC310142	0.13085393250825839	0.2805377850100767
sub-CC310160	0.07027695919395698	0.1737477361672376
sub-CC310203	0.05985414412013039	0.16859499077890777
sub-CC310214	0.09132308012724878	0.1923471906512804
sub-CC310224	0.0409471463403629	0.07622459945673707
sub-CC310252	0.03103800319763641	0.08130970943485163
sub-CC310256	0.06326713118882639	0.17125637628917648
sub-CC310331	0.05128198344157397	0.13519110559622627
sub-CC310361	0.042506170734109956	0.07944534735655512
sub-CC310385	0.018809506136826994	0.06766826786286242
sub-CC310391	0.0525981138726994	0.16282779172404815
sub-CC310397	0.03966218401853128	0.10533545120053361
sub-CC310400	0.04918372828558118	0.12239808251230899
sub-CC310402	0.035236266849284825	0.0641046721137391
sub-CC310407	0.024048845069712457	0.06886343259852504
sub-CC310410	0.07212248483275069	0.14802712862151315
sub-CC310414	0.02107570859894481	0.056321459134685066
sub-CC310450	0.039093141651896125	0.08262796057866853
sub-CC310463	0.10158425145134091	0.18789123627354204
sub-CC310473	0.027074607098565347	0.09461297254965885
sub-CC312058	0.05277886491494707	0.1416554826669268
sub-CC312222	0.08379373824260813	0.23588945539769257
sub-CC320002	0.03492058223909174	0.0885435750200431
sub-CC320022	0.05613236801195728	0.12171489052605683
sub-CC320059	0.025100223987789987	0.05606156704695964
sub-CC320088	0.034982678901668694	0.08551399111909641
sub-CC320089	0.09754201308153494	0.19689615058903515
sub-CC320107	0.04416829737837326	0.09342769075357162
sub-CC320109	0.034142062697411116	0.11682341291817322
sub-CC320160	0.06461580913465252	0.15476753261679274
sub-CC320206	0.032534864087412976	0.07719925924735288
sub-CC320218	0.047093871734592174	0.13613652617519664
sub-CC320267	0.022082348051551105	0.056636219456633934
sub-CC320269	0.018381753985297927	0.040969796525489356
sub-CC320297	0.04838544913042217	0.09413511633584408
sub-CC320321	0.10664703773632964	0.16253463531709172
sub-CC320325	0.11317098983261309	0.2754873950641844
sub-CC320342	0.039906727857991015	0.07773830717593483
sub-CC320359	0.09952310848018327	0.1957880852631232
sub-CC320379	0.022078898680104538	0.058775778593141585
sub-CC320417	0.061602422130550324	0.14105272349816575
sub-CC320429	0.08565676056860602	0.15446627182844805
sub-CC320448	0.06601730314941723	0.18020554737219494
sub-CC320461	0.05030358820858643	0.15550830533145166
sub-CC320478	0.03098306217021908	0.10932893448213973
sub-CC320500	0.05433672168849734	0.10161895526098513
sub-CC320553	0.026916924790120974	0.06356702206027037
sub-CC320568	0.05756940961856474	0.12358893322417668
sub-CC320574	0.02445967015744145	0.07425511972858771
sub-CC320575	0.033863221523353824	0.08957170579239852
sub-CC320576	0.06092058658808597	0.17121954077800106
sub-CC320608	0.04965882242895937	0.10588580242317663
sub-CC320616	0.028665242671381375	0.07231377809215878
sub-CC320621	0.059703954510877386	0.1325638473562215
sub-CC320636	0.053371649612377066	0.1160805784368772
sub-CC320651	0.02070088068277067	0.050517440236987544
sub-CC320661	0.03762506003725585	0.16687422300717988
sub-CC320680	0.05385352579781086	0.12055689349260622
sub-CC320686	0.048735289774575086	0.09885540617088172
sub-CC320687	0.02623821909221592	0.056263829459505824
sub-CC320698	0.03499296525891427	0.09795685788044653
sub-CC320759	0.06992596065522515	0.12119130649043644
sub-CC320776	0.03911402045719028	0.14508329061421923
sub-CC320814	0.03298323094318467	0.0867709273154321
sub-CC320850	0.03544472722699311	0.0826048610089019
sub-CC320870	0.07675956123908309	0.14937872968217397
sub-CC320888	0.044936730190586596	0.07974550818328266
sub-CC320893	0.027816260525137856	0.07989168110754712
sub-CC320904	0.08773698035448389	0.17965569052596136
sub-CC321000	0.030308757484906385	0.08482720841952775
sub-CC321025	0.06304398658135806	0.1489531911289248
sub-CC321053	0.08909316717319302	0.19485863880087534
sub-CC321069	0.04832279542224067	0.10226217616274358
sub-CC321073	0.04818655740882866	0.1349603739816353
sub-CC321087	0.03765071231564276	0.08000715262522062
sub-CC321107	0.0492927497630669	0.20406687878516688
sub-CC321137	0.058151017130825725	0.14608973997134397
sub-CC321154	0.07529332793946245	0.18057318429855523
sub-CC321174	0.06957617440468442	0.1820203874737113
sub-CC321203	0.05666872498680896	0.24197784825475246
sub-CC321281	0.02338492837752345	0.057295612510928795
sub-CC321291	0.04270563717100811	0.09259336514383738
sub-CC321331	0.031562469268141435	0.061613237482703344
sub-CC321368	0.03888409847106237	0.11827228303761621
sub-CC321428	0.086893367515832	0.16545801951813155
sub-CC321431	0.07535718892631403	0.1458551475963478
sub-CC321464	0.052159961219438056	0.17512032756507737
sub-CC321504	0.04437908357222644	0.12842147012886904
sub-CC321506	0.04535637313382805	0.11094204212571716
sub-CC321529	0.029633674431805916	0.07130169226681156
sub-CC321544	0.06167598831929058	0.15411904030712134
sub-CC321557	0.09182467306624217	0.2096903901864976
sub-CC321585	0.02330291480190363	0.053679383503725156
sub-CC321594	0.036751335980083975	0.07723342114454258
sub-CC321595	0.04090556236993919	0.08513036490688854
sub-CC321880	0.06727086620740826	0.1415363754624584
sub-CC321899	0.06270181570988963	0.12588850807281815
sub-CC321976	0.028219697491801116	0.09004363344346784
sub-CC322186	0.11080260969885466	0.23422269705360002
sub-CC410015	0.11992823133036849	0.19073826768705854
sub-CC410032	0.0340133992583371	0.12042394616599682
sub-CC410040	0.06645861698991444	0.16136321782946694
sub-CC410084	0.03223404331669449	0.11595700965038724
sub-CC410086	0.05998549705027947	0.13247494149238187
sub-CC410091	0.04121554794734903	0.14414403125905004
sub-CC410094	0.08819861478574814	0.19720011577303903
sub-CC410097	0.046496741039765865	0.09971877613072674
sub-CC410101	0.029991934615943343	0.0740934531618685
sub-CC410113	0.06428044562009026	0.11628377529841058
sub-CC410119	0.10839495005065301	0.2008719472801018
sub-CC410121	0.032930248565999076	0.12552056606488834
sub-CC410169	0.02209236117774042	0.05736088305666153
sub-CC410173	0.05578296381246666	0.21656011611975093
sub-CC410177	0.03549512073779338	0.0967714813024607
sub-CC410179	0.08978552888920659	0.1824715649388967
sub-CC410182	0.02329035141391169	0.05389429802458234
sub-CC410220	0.03239764388884387	0.11150483310942894
sub-CC410222	0.11135439931133964	0.1998498972002738
sub-CC410226	0.08707351609011782	0.19554368824050547
sub-CC410243	0.055371616342313294	0.11491501678723282
sub-CC410248	0.11625363381227917	0.30385131064039594
sub-CC410251	0.07060716646600684	0.14663888952174317
sub-CC410284	0.04976078297170535	0.0921216298061427
sub-CC410287	0.05047951228427375	0.11209166112753437
sub-CC410289	0.0681606286860535	0.45646027887163293
sub-CC410297	0.07737646584579234	0.21128353807136727
sub-CC410323	0.04532280522193116	0.09983110057942865
sub-CC410325	0.04127549505981185	0.08317818123847143
sub-CC410354	0.02327569681565239	0.064084704858168
sub-CC410387	0.05792332861736068	0.18244338571584337
sub-CC410390	0.053606142753961326	0.1384939485713596
sub-CC410432	0.07703931983489713	0.20383543554605515
sub-CC412004	0.042189585467295905	0.09341148631904382
sub-CC412021	0.032693262746505206	0.11822711062730071
sub-CC420004	0.07987465936506791	0.14053658785259446
sub-CC420061	0.07222385988240064	0.19054315113928497
sub-CC420071	0.05848153749786435	0.14818479047489996
sub-CC420075	0.1249163545730184	0.28541604063060294
sub-CC420089	0.050884629133855365	0.12875502569395106
sub-CC420091	0.07679946195745202	0.18255565229948373
sub-CC420094	0.07875823007373296	0.1493090917695905
sub-CC420100	0.05869405159261969	0.14009360513131924
sub-CC420137	0.11349323843577262	0.24721967820576093
sub-CC420143	0.03293558491146524	0.07222736940758676
sub-CC420148	0.09783448010880577	0.1783083974326784
sub-CC420149	0.02859977931457672	0.07556799762267094
sub-CC420157	0.10369893363775352	0.20096349748212983
sub-CC420162	0.07820541261425645	0.18907486955777597
sub-CC420167	0.04780977753064474	0.09776948147448672
sub-CC420173	0.06419295762818929	0.17110695338226323
sub-CC420180	0.045458135818419246	0.11592351588582017
sub-CC420182	0.06728405994685697	0.14111079324335896
sub-CC420197	0.05804721929249284	0.17911472203022313
sub-CC420198	0.08398607613669441	0.1992753392315266
sub-CC420202	0.04244428990719687	0.11229821968952536
sub-CC420204	0.05536636969821864	0.13706552706238723
sub-CC420217	0.08146231310008396	0.22842931439027261
sub-CC420222	0.0622628625654969	0.17428045738122794
sub-CC420226	0.08683586894904424	0.173634376934091
sub-CC420229	0.09906675714959037	0.2365587731622981
sub-CC420231	0.03170999537472897	0.06389026409133085
sub-CC420236	0.028000871545776497	0.08466120580181988
sub-CC420241	0.028053972495518966	0.06709404812127526
sub-CC420259	0.038794117892666895	0.08025273640499743
sub-CC420260	0.04161996945598509	0.09426351573912359
sub-CC420261	0.05199851877838615	0.15468541550401577
sub-CC420286	0.0715670873754188	0.14090913691006024
sub-CC420322	0.039431835373571276	0.10632498206691596
sub-CC420324	0.048743921641806624	0.12885360553251896
sub-CC420348	0.04196620683021063	0.09239342420702894
sub-CC420356	0.09170838810495148	0.21791538691518686
sub-CC420383	0.0998407721836396	0.1799510217310602
sub-CC420392	0.05430542299817145	0.14242891362576618
sub-CC420396	0.040747269833957905	0.10452748713263177
sub-CC420402	0.05672444545219941	0.14507344877337136
sub-CC420412	0.07089382467022946	0.12440370372545184
sub-CC420433	0.03709335251220771	0.12629096846160456
sub-CC420435	0.11010645379495522	0.2201751374676305
sub-CC420454	0.0854775203098641	0.18926461973385306
sub-CC420462	0.03680660070397239	0.08017357620299907
sub-CC420493	0.05268158933265086	0.12829912921255546
sub-CC420566	0.05444227822962688	0.11126552669119937
sub-CC420582	0.04498481807137407	0.07608546991574673
sub-CC420587	0.028085689924561626	0.09572806119179475
sub-CC420589	0.031025387434081918	0.06452320357491559
sub-CC420623	0.08989093319174639	0.18360049294390499
sub-CC420720	0.06947448638839403	0.12779932545401013
sub-CC420729	0.08837163650453851	0.18019302565519038
sub-CC420776	0.05016259222137287	0.13179631887351065
sub-CC420888	0.10268488833782795	0.20197635649278356
sub-CC510015	0.030723204605647973	0.1605914495823797
sub-CC510039	0.07361323939471168	0.1640515122485922
sub-CC510043	0.09538062338823845	0.19016235240972384
sub-CC510050	0.06313122030305005	0.13277325188749425
sub-CC510076	0.09996117082253095	0.20035807748191736
sub-CC510086	0.04065161565030258	0.09689445148835922
sub-CC510115	0.0648969881838854	0.13478185214412214
sub-CC510161	0.06810557965296926	0.15135816486496526
sub-CC510163	0.05235794660351759	0.1612149066663812
sub-CC510208	0.07619812567442447	0.19252523815492348
sub-CC510220	0.10080003610571062	0.1886023353277737
sub-CC510226	0.09175635346799565	0.14066504683086697
sub-CC510237	0.025901338823636717	0.11395019779549485
sub-CC510242	0.05988642743542169	0.12082402420669493
sub-CC510243	0.05091703421118374	0.1590422579058786
sub-CC510255	0.029169498603725863	0.09476741385782352
sub-CC510256	0.09040834359318041	0.1789475630398193
sub-CC510258	0.09105216468405743	0.25076842856085374
sub-CC510259	0.09082087788509076	0.19439131600797502
sub-CC510284	0.04583637485365332	0.1074656284966035
sub-CC510304	0.06820515976180803	0.15589484270382392
sub-CC510321	0.04913540008324198	0.108788389746057
sub-CC510323	0.04545658518865114	0.09692394647454261
sub-CC510329	0.08210029968619088	0.2572789825593222
sub-CC510342	0.047616422077034565	0.10379055389186435
sub-CC510354	0.05166663976030935	0.11332649351806488
sub-CC510355	0.06150472832233957	0.17517334705144616
sub-CC510392	0.04830233034734991	0.14017904038068602
sub-CC510393	0.04049158165982673	0.13403124875824443
sub-CC510395	0.07720864959955123	0.18139121820995086
sub-CC510415	0.06658933549961897	0.1387622429049055
sub-CC510433	0.0782342387919535	0.19830473538029797
sub-CC510434	0.049637767485462	0.15979277769035746
sub-CC510438	0.05682885319180945	0.12219265911199412
sub-CC510473	0.01999840941880739	0.04601011731407452
sub-CC510474	0.08339315092990471	0.1878366152609496
sub-CC510480	0.10848306595890757	0.2297734736538576
sub-CC510483	0.06229838541276928	0.14466641353669482
sub-CC510486	0.0646318188547404	0.13673074350799824
sub-CC510534	0.0690410789330044	0.11827938175060816
sub-CC510548	0.049132788218069594	0.10765327655951769
sub-CC510551	0.03766529515082996	0.0783592076106567
sub-CC510568	0.09701441207888785	0.20981259435580243
sub-CC510609	0.05317714733970192	0.19007995581328402
sub-CC510648	0.03615834372033327	0.13388346605062926
sub-CC512003	0.06645503732409506	0.188984216039065
sub-CC520002	0.03368160708346109	0.10347392570614107
sub-CC520011	0.04529274327695732	0.12085315898659042
sub-CC520013	0.10161732752236997	0.18255618751343955
sub-CC520042	0.05787333890103907	0.22660774088113142
sub-CC520053	0.0307626255767826	0.062267358991439356
sub-CC520055	0.1016445995564006	0.17307527949655316
sub-CC520065	0.049028996362709604	0.11271406061521778
sub-CC520078	0.050526721668131845	0.13606728578191343
sub-CC520097	0.05557804618835587	0.11461031967955591
sub-CC520122	0.05728204194902413	0.13677390302193213
sub-CC520127	0.04745847578005656	0.15803805097775947
sub-CC520134	0.03976730963777761	0.10723767352330803
sub-CC520136	0.0599606197616042	0.14431706701904665
sub-CC520147	0.09299067864889532	0.25113914639356805
sub-CC520168	0.11620488676366822	0.19708133362756608
sub-CC520175	0.08433542576808026	0.17581449641542646
sub-CC520197	0.07816587369873433	0.22342820589856152
sub-CC520200	0.043586099656108136	0.07715401561765921
sub-CC520209	0.04542028272653455	0.1022608187425663
sub-CC520211	0.030118105158517348	0.054265385182176676
sub-CC520215	0.07386934233769298	0.18877866471410376
sub-CC520239	0.05657036709559527	0.15268227648162047
sub-CC520247	0.03692823232457612	0.08745233976366784
sub-CC520253	0.06709855981441556	0.1637791780078591
sub-CC520254	0.053547600616043314	0.1332299774136812
sub-CC520279	0.09841339999279934	0.2886868422453818
sub-CC520287	0.18838810915456017	0.28423414076646386
sub-CC520377	0.03928323230748725	0.10119170059624455
sub-CC520390	0.03300616485740297	0.1323485452782523
sub-CC520391	0.03723521720736149	0.11754315363785718
sub-CC520395	0.038208722957454797	0.09596577537335901
sub-CC520398	0.07076740960552551	0.14921597329619238
sub-CC520424	0.10126412784999672	0.19937535943296128
sub-CC520477	0.05593339638888802	0.12193953950430945
sub-CC520480	0.057124543046861966	0.12862917924331943
sub-CC520503	0.04512423298680877	0.09151379256685846
sub-CC520517	0.052627920645288075	0.16105541674395626
sub-CC520552	0.06620706967779606	0.18106923100021716
sub-CC520560	0.059780234499933076	0.15385351633735903
sub-CC520562	0.0334624374948557	0.06442767742740693
sub-CC520584	0.022096249018893753	0.07450171408788459
sub-CC520585	0.04194873618431161	0.11532304179672855
sub-CC520597	0.061746541000702516	0.13295124968574007
sub-CC520624	0.0500705442131052	0.13410567737875081
sub-CC520673	0.05802922596705749	0.18217666450673642
sub-CC520745	0.042011789289546915	0.10572234054512793
sub-CC520775	0.1459562033811225	0.2480674567205864
sub-CC520868	0.07280460357396067	0.13751086537946738
sub-CC520980	0.05264210050309192	0.12526996925795902
sub-CC521040	0.05363374723013974	0.1264204441722936
sub-CC610022	0.04266649842738098	0.08719971471151726
sub-CC610028	0.06711657292391268	0.15210969405563865
sub-CC610039	0.05739946942544078	0.15025914167697088
sub-CC610040	0.024860045673006217	0.054481728714313025
sub-CC610046	0.07755248272946498	0.16562168756008375
sub-CC610051	0.04472409377107548	0.14100154767593864
sub-CC610052	0.06536926315433247	0.1394424869133307
sub-CC610058	0.05938059453949026	0.15559687709427203
sub-CC610061	0.06534328711528012	0.1562484918492553
sub-CC610071	0.07117010966601363	0.14288697565156175
sub-CC610076	0.0899801699883676	0.1782734299256342
sub-CC610099	0.06465383747029216	0.12983827179079363
sub-CC610101	0.06615339036006473	0.16092798033135816
sub-CC610146	0.04330271404188872	0.09730922151039952
sub-CC610178	0.05918612547983781	0.18582608508142767
sub-CC610210	0.07632693984375666	0.2303313899165993
sub-CC610212	0.0511727019570733	0.11584847680237491
sub-CC610227	0.06903851159815083	0.12585078870320995
sub-CC610285	0.06741050854612829	0.2004047130488203
sub-CC610288	0.039560940501586	0.08985040135634566
sub-CC610292	0.05387550132181938	0.1226075042219684
sub-CC610308	0.07045037403924259	0.16430129652151257
sub-CC610344	0.061951208804095735	0.13962765282008469
sub-CC610372	0.0975289165035864	0.24911019351242936
sub-CC610392	0.03216090831430973	0.165273229807038
sub-CC610405	0.08836920844145615	0.23465353399853156
sub-CC610462	0.0790504001423081	0.16213039807371102
sub-CC610469	0.04931651167458861	0.1291106188431068
sub-CC610496	0.09199930342377899	0.19523040460852914
sub-CC610508	0.05395816040871788	0.14731920531974096
sub-CC610568	0.07451501614596488	0.21760108584867036
sub-CC610575	0.08482331269256058	0.2805864712675221
sub-CC610576	0.09746559600336838	0.25552378695534395
sub-CC610614	0.07291784122851672	0.182144799652793
sub-CC610625	0.09342732750153254	0.15568599945521755
sub-CC610631	0.13731292304300105	0.27515662219535986
sub-CC610653	0.06000046520152829	0.1611713865105404
sub-CC610658	0.07922123368992195	0.2045520574352651
sub-CC610671	0.09794270920374004	0.22482147908972133
sub-CC620005	0.08041834473772985	0.24082786856018137
sub-CC620026	0.0794178682957687	0.1762128035167706
sub-CC620044	0.057267927386214355	0.155448680572239
sub-CC620073	0.05807250485341904	0.18300117909445285
sub-CC620085	0.10523214224597804	0.2708947373473505
sub-CC620090	0.050198181728532666	0.13196504309206283
sub-CC620106	0.0627142557613372	0.2153429269775304
sub-CC620114	0.09636545906680423	0.2054436245717058
sub-CC620118	0.09395635029527424	0.21448686059208846
sub-CC620121	0.11644607325941524	0.20902705138569985
sub-CC620129	0.024596086357928607	0.08813708412957734
sub-CC620152	0.0617468823327229	0.1578601648416031
sub-CC620164	0.04911727927880501	0.10822035451438883
sub-CC620193	0.05344646045586037	0.11509807113959991
sub-CC620259	0.06405892929324518	0.13961973096930103
sub-CC620262	0.05576030556100682	0.12775177309643299
sub-CC620264	0.03568082308505061	0.07890404997252105
sub-CC620279	0.057674559568675114	0.09915866819118185
sub-CC620284	0.06775797437130111	0.1527055740693037
sub-CC620314	0.06482905220862914	0.11494663605980995
sub-CC620354	0.03962326528751272	0.08823326983252971
sub-CC620359	0.07122569457457266	0.19956044661728436
sub-CC620406	0.09322464271051381	0.2110507923874253
sub-CC620413	0.06917375626555874	0.19753740733392752
sub-CC620429	0.04910413893720377	0.12818700486991652
sub-CC620436	0.07453366213071325	0.1460727849331627
sub-CC620444	0.04793425452485293	0.29447052299422094
sub-CC620451	0.09594597802689242	0.21849670849150107
sub-CC620454	0.14534630394130255	0.23550131371083688
sub-CC620466	0.04332109502961882	0.09454017476787316
sub-CC620479	0.025853052412830056	0.0807075171110907
sub-CC620490	0.05713357225564222	0.14903932327664401
sub-CC620496	0.05643726139392789	0.154736779709835
sub-CC620499	0.05210938906239213	0.15930173589063618
sub-CC620515	0.07471674908882917	0.16179128944182997
sub-CC620518	0.054497871630157506	0.12552616813401898
sub-CC620526	0.09604779690692797	0.17231568486429202
sub-CC620549	0.10735010172773816	0.20989955809777208
sub-CC620557	0.058370015052355395	0.16635472659765338
sub-CC620560	0.058885739753077926	0.12597298189107853
sub-CC620567	0.04145940163212438	0.09178543443858019
sub-CC620572	0.062007828922423944	0.1943351066612515
sub-CC620592	0.05057150709979212	0.1385608923721625
sub-CC620610	0.04388389427423716	0.10537755158561998
sub-CC620619	0.06676006493970296	0.17840450718143308
sub-CC620659	0.05580668104410338	0.14321250404940206
sub-CC620685	0.11477831580720622	0.23487696270364616
sub-CC620720	0.09439264015313308	0.20090241749478774
